country,prime,area_2000_ha,area_2010_ha,area_2016_ha,area_2023_ha
Slovakia,Palava,,31.52,,
Slovakia,Pinot Blanc,623.2164,522.56,416,535
Slovakia,Pinot Gris,,210.94,,461
Slovakia,Pinot Noir,,,,240
Slovakia,Riesling,,604.75,620,718
Slovakia,Sankt Laurent,934.8246,939.34,717,736
Slovakia,Sauvignon Blanc,,208.11,,344
Slovakia,Silvaner,155.8041,117.41,,
Slovakia,Sémillon,,,,2
Slovakia,Zweigelt,,115.74,,122
Slovakia,other red,467.4123,111.4391265,660.628764,639
Slovakia,other white,2181.258,256.0408735,1057.371236,
Slovenia,Barbera,,133.68,97.868,77.17627358
Slovenia,Blauer Portugieser,,,80.367,92.15481977
Slovenia,Blaufränkisch,,514.81,709.112,595.7068077
Slovenia,Cabernet Dorsa,,,,0.6499962819
Slovenia,Cabernet Franc,,,27.045,62.51652734
Slovenia,Cabernet Sauvignon,,452.54,423.436,421.3238286
Slovenia,Chardonnay,1549.138,1191.53,1181.476,1118.353023
Slovenia,Chasselas,,,,5.061578188
Slovenia,Chasselas (R),,,,0.9529879106
Slovenia,Dornfelder,,,,2.460834235
Slovenia,Drugo,,,,19.05068463
Slovenia,Fleurtai,,,,0.27375
Slovenia,Furmint,,630.65,545.766,402.0004804
Slovenia,Gamay Noir,,,4.428,13.33831446
Slovenia,Graševina,3567.712,2354.84,1934.618,1568.586323
Slovenia,Johanniter,,,,8.976131181
Slovenia,Kerner,,1.81,111.473,87.14751417
Slovenia,Klarnica,,,,3.463382098
Slovenia,Kraljevina,,178.88,198.858,162.0769697
Slovenia,Malvazija Istarska,,709.09,915.245,988.6254668
Slovenia,Marselan,,,,9.96270912
Slovenia,Merlot,1197.061,990.76,816.643,685.18336
Slovenia,Merlot Kanthus,,,,3.046307297
Slovenia,Monarch,,,,3.799743496
Slovenia,Muscaris,,,,14.40800278
Slovenia,Muscat Blanc à Petits Grains,,352.78,586.059,664.4189088
Slovenia,Muscat Ottonel,,,97.808,120.1193137
Slovenia,Müller-Thurgau,,,128.373,137.1856314
Slovenia,Neuburger,,,,0.4267575758
Slovenia,Pergolin,,,,1.299409787
Slovenia,Piccola Nera,,,,5.740180224
Slovenia,Picolit,,,,8.7047737
Slovenia,Pinella,,,61.452,73.02181138
Slovenia,Pinot Blanc,,457.82,424.475,397.8029276
Slovenia,Pinot Gris,,406.04,507.78,505.948544
Slovenia,Pinot Noir,,,202.246,241.6292738
Slovenia,Planinka,,,,0.2047155201
Slovenia,Plavaie,,60.37,,
Slovenia,Plavec Žuti,,,82.202,72.05125165
Slovenia,Prosecco,,,,3.720616506
Slovenia,Ranfol,,,,24.34200407
Slovenia,Refosco,,,1340.468,1234.015514
Slovenia,Regent,,,,0.6796755841
Slovenia,Ribolla Gialla,1126.646,738.09,597.215,598.955419
Slovenia,Riesling,,640.92,607.3,465.0799916
Slovenia,Sankt Laurent,,,5.535,6.015358319
Slovenia,Sauvignon Blanc,1220.533,1030.33,1121.432,1064.18537
Slovenia,Sauvignonasse,,190.37,231.14,243.8364818
Slovenia,Savagnin Blanc,,215.06,208.593,185.3818352
Slovenia,Scheurebe,,,,1.255232149
Slovenia,Schioppettino,,,,5.400937317
Slovenia,Silvaner,,,80.986,86.06444343
Slovenia,Solaris,,,,19.69736452
Slovenia,Soreli,,,,12.1107625
Slovenia,Souvignier Gris,,,,17.64159616
Slovenia,Syrah,,,18.4,31.51205641
Slovenia,Sémillon,,,,0.09373333333
Slovenia,Tannat,,,,3.96422391
Slovenia,Terrano,1267.477,1239.76,,
Slovenia,Verduzzo Trevigiano,,,,4.124672312
Slovenia,Viognier,,,,1.061035533
Slovenia,Vitovska Grganja,,,33.496,43.17534937
Slovenia,Vrtovka,,,,0.08658
Slovenia,Xynisteri,,,,6.687588046
Slovenia,Zelen,,,75.108,88.31157374
Slovenia,Zweigelt,,,4.752,41.66272282
Slovenia,other,,,,882.2597039
Slovenia,other red,3638.127,851.0515221,373.4730035,
Slovenia,other white,9905.095,2171.268478,1332.300083,
Slovenia,Žametovka,,841.69,821.809,675.5387063
South Africa,Agiorgitiko,,,2.49,
South Africa,Alicante Henri Bouschet,,,6.56,
South Africa,Alvarelhão,,,11.84,
South Africa,Barbera,,,35.02,
South Africa,Beogradska Crna,,,0.27,
South Africa,Bourboulenc,,,2.2,
South Africa,Bukettraube,,,54.36,
South Africa,Cabernet Franc,487.9600478,933.71005,835.39,796.33
South Africa,Cabernet Sauvignon,8824.20015,12325.0009,10589.25,9109.96
South Africa,Carmenère,,,8.14,
South Africa,Chambourcin,,,13.01,
South Africa,Chardonnay,5994.5625,8278.42034,6855.8,6557.11
South Africa,Chenel,,,32.96,
South Africa,Chenin Blanc,22411.7389,18515.4699,17706.86,16192.18
South Africa,Cinsaut,3533.109428,2051.960105,1766.6,1674
South Africa,Cinsaut (G),,,1.5,
South Africa,Cinsaut (W),,,0.2,
South Africa,Clairette,,,195.17,
South Africa,Colombard,11203.0264,11990.3705,11512.09,9143.54
South Africa,Colomino,,,2.1,
South Africa,Cornifesto,,,0.98,
South Africa,Crouchen,,,271.05,
South Africa,Côt,,,452.26,
South Africa,Durif,,,113.76,
South Africa,Emerald Riesling,,,46.86,
South Africa,Fernão Pires,,,72.98,
South Africa,Flora,,,8,
South Africa,Gamay Noir,,,8.5,
South Africa,Garnacha Blanca,,,110.01,
South Africa,Garnacha Roja (Gris),,,2.79,
South Africa,Garnacha Tinta,,,344.45,
South Africa,Gewürztraminer,,,106.04,
South Africa,Grachen,,,0.04,
South Africa,Graciano,,,8.36,
South Africa,Grand Noir,,,3.14,
South Africa,Grasă de Cotnari,,,12.5,
South Africa,Grüner Veltliner,,,3.65,
South Africa,Hárslevelű,,,14.43,
South Africa,Irsai Olivér,,,47.98,
South Africa,Kerner,,,0.81,
South Africa,Macabeo,,,4.13,
South Africa,Marsanne,,,21.47,
South Africa,Marselan,,,3.44,
South Africa,Mazuelo,,,114.17,
South Africa,Merlot,4837.19357,6496.7603,5557.73,5184.07
South Africa,Monastrell,,,473.35,
South Africa,Morio-Muskat,,,77.9,
South Africa,Muscat Blanc à Petits Grains,757.3146,689.160026,839.05,761.05
South Africa,Muscat Blanc à Petits Grains (R),,,404.27,
South Africa,Muscat Ottonel,,,9.36,
South Africa,Muscat of Alexandria,3925.59,2167.44,1780.94,1301.05
South Africa,Muscat of Alexandria (R),,,2.77,
South Africa,Nebbiolo,,,23.78,
South Africa,Nehelescol,,,6.08,
South Africa,Nero d'Avola,,,1.82,
South Africa,Nouvelle,,,428.14,
South Africa,Palomino Fino,,,133.9,
South Africa,Pedro Ximénez,,,2.08,
South Africa,Petit Verdot,,,749.25,
South Africa,Pinot Blanc,,,8.63,
South Africa,Pinot Gris,,,369.29,
South Africa,Pinot Meunier,,,14.38,
South Africa,Pinot Noir,461.279568,962.379993,1152.84,1211.8
South Africa,Pinotage,6433.0333,6239.86005,7051.97,6585.21
South Africa,Piquepoul Blanc,,,0.05,
South Africa,Riesling,,,151.89,
South Africa,Roobernet,,,268.93,
South Africa,Roussanne,,,75.52,
South Africa,Ruby Cabernet,1980.47839,2219.7199,2305.92,1825.86
South Africa,Sangiovese,,,69.8,
South Africa,Sauvignon Blanc,5393.13874,9550.57935,9246.06,10028.08
South Africa,Servant,,,13.07,
South Africa,Seyval Blanc,,,0.09,
South Africa,Silvaner,,,1.09,
South Africa,Sultaniye,,,,2935.31
South Africa,Symphony,,,0.02,
South Africa,Syrah,5578.35132,10135.60942,9945.94,8712.54
South Africa,Sémillon,995.289285,1182.400039,1121.3,917.12
South Africa,Tannat,,,114.28,
South Africa,Teinturier,,,0.65,
South Africa,Tempranillo,,,92.13,
South Africa,Therona,,,67.19,
South Africa,Tinta Barroca,,,190.35,
South Africa,Tinta Francisca,,,1.39,
South Africa,Touriga Franca,,,2.54,
South Africa,Touriga Nacional,,,105.23,
South Africa,Trebbiano Toscano,,,156.31,
South Africa,Tribidrag,,,24.33,
South Africa,Trincadeira,,,15.32,
South Africa,Trousseau,,,0.03,
South Africa,Verdelho,,,69.16,
South Africa,Vermentino,,,2.35,
South Africa,Vermentino Nero,,,0.2,
South Africa,Vidal,,,9.96,
South Africa,Villard Blanc,,,320.87,
South Africa,Villard Noir,,,14.43,
South Africa,Vinhao,,,43.87,
South Africa,Viognier,49.7672237,892.37004,821.9,639.23
South Africa,Weldra,,,1.99,
South Africa,other red,5103.096889,2891.321863,21.28252444,4577.78
South Africa,other white,5686.510971,3493.668037,8.75299286,2631.17
Spain,Afus Ali,0.02,8,,
Spain,Ahmeur Bou Ahmeur,3.21,1,,
Spain,Airén,387977.66,252364,203275.8214,190128
Spain,Alarije,1685.95,1726,4406.634521,3183
Spain,Albarín Blanco,,23,48.1327,196
Spain,Albillo Mayor,,1312,1145.23575,896
Spain,Albillo Real,3366.33,861,600.782,840
Spain,Alcañon,54.14,60,27.221973,11
Spain,Aledo,,7,2.2713,2.2713
Spain,Alfrocheiro,4.99,7,9.86536,90
Spain,Alicante Henri Bouschet,18320.8,19551,19293.72123,42321
Spain,Alphonse Lavallée,0.16,36,10.29521,10.29521
Spain,Alvarelhão,13.68,21,28.1217,49
Spain,Alvarinho,4148.89,3507,5392.788931,6533
Spain,Ancellotta,,,0.0414,0.0414
Spain,Aramont,0.95,,0.178,0.178
Spain,Baga,,,0.0414,0.0414
Spain,Barbera,,,0.0414,0.0414
Spain,Bastardo Branco,,,,2
Spain,Beba,4761.77,3036,2555.685631,7484
Spain,Blush Seedless,10.12,,,
Spain,Bobal,100128.27,80120,59188.72605,53452
Spain,Borraçal,619.1,523,349.5289,363
Spain,Bourboulenc,0.18,,,
Spain,Brocada,2.38,,,
Spain,Cabernet Franc,29.71,849,679.7190424,739
Spain,Cabernet Sauvignon,4518.79,23237,20139.41088,17587
Spain,Caladoc,,,,35
Spain,Calagrano,8229.4,4794,,
Spain,Callet,150.6,154,138.289626,224
Spain,Calmeria,,,0.3024,0.3024
Spain,Canorroyo,157.48,,,
Spain,Cardinal,0.53,16,13.760964,13.760964
Spain,Carmenère,,,0.0624,0.0624
Spain,Carrasquín,,,,19
Spain,Cartouche,31.18,,,
Spain,Castellana Blanca,,,1.118945,1.118945
Spain,Castelão,,,0.0414,0.0414
Spain,Castonotal,0.35,,,
Spain,Cayetana Blanca,55526.63,39633,36252.37324,33488
Spain,Caíño Blanco,69.32,121,72.1019,120
Spain,Caíño Longo,,,,8
Spain,Centennial Seedless,2.48,,1.225,1.225
Spain,Chardonnay,1814.41,6958,6866.215317,11867
Spain,Chasselas,1.03,20,24.263,24.263
Spain,Chelva,10876.97,6168,5029.354685,4361
Spain,Chenin Blanc,104.75,100,105.532154,105.532154
Spain,Cinsaut,3.07,,9.6742,9.6742
Spain,Cinsaut Seedless,9.02,13,,
Spain,Colombard,,4,5.958,108
Spain,Coloraillo,614.17,374,108.9334,70
Spain,Cornichon Blanc,3.87,,0.5094,0.5094
Spain,Côt,22.82,93,113.0966,213
Spain,Damaschino,448.59,239,162.60802,162.60802
Spain,Dawn Seedless,4.85,,,
Spain,De Cilindro,15.38,,0.0191,0.0191
Spain,Dominga,0.21,1,,
Spain,Dona Branca,,,,1793
Spain,Emerald seedless,15.66,,,
Spain,Ensanyo Tintas,,27,,
Spain,Ensayo Blancas,,1,,
Spain,Epero,,,,1
Spain,Escursac,,,,12
Spain,Espadeiro,203.68,232,120.1031,119
Spain,Estaladiña,,,,2
Spain,Fino de Ribera del Fresno,332.48,45,7.6896,7.6896
Spain,Flame Seedless,3.01,,,
Spain,Fogoneu,35.72,35,14.540992,15
Spain,Folle Blanche,43.23,75,20.406423,15
Spain,Forastera,444.52,152,,
Spain,Forcada,,,,47
Spain,Forcallat Tinta,2689.77,1163,535.4311,355
Spain,Galego Dourado,5.41,,,
Spain,Gamay Noir,1.38,,,
Spain,Garnacha Blanca,4333.01,2263,2060.589971,3437
Spain,Garnacha Peluda,1460.01,799,503.4783314,561
Spain,Garnacha Roja (Gris),122.13,77,86.79698185,126
Spain,Garnacha Tinta,98130.74,70202,54606.43895,59530
Spain,Garrido Fino,174.09,59,53.7032,65
Spain,Garro,,,,44
Spain,Gateta,6.95,2,,
Spain,Gewürztraminer,46.32,301,372.741042,494
Spain,Giro Nero,,,7.965876,102
Spain,Godello,560.1,604,821.6532098,1999
Spain,Gorgollasa,,,5.128101,21
Spain,Graciano,434.76,2281,2080.000915,2856
Spain,Grand Manchen,,8,,
Spain,Grand Noir,894.5,774,536.166,511
Spain,Graševina,1922.93,791,1064.2245,541
Spain,Gros Manseng,,,13.153553,18
Spain,Grossa,,,4.835443,4.835443
Spain,Gualarido,,,18.16282,18.16282
Spain,Hondarribi Beltza,10.87,53,14.676971,39
Spain,Hondarribi Zuri,,,624.3358503,739
Spain,Imperial Napoleon,,12,0.0399,0.0399
Spain,Italia,,8,3.7625,3.7625
Spain,Jeroma,,,0.0314,0.0314
Spain,Juan García,2076.54,1572,1409.4832,633
Spain,Lado,0.68,1,1.8782,5
Spain,Lairen,297.74,214,351.0096,303
Spain,Leopoldo III,1.75,,,
Spain,Listan Negro,3291.08,2666,2847.486033,2847.486033
Spain,Listán De Huelva,,,,1467
Spain,Listán Negro,,,,1427
Spain,Listán Prieto,10.78,6,,25
Spain,Loureiro,453.66,585,294.15646,323
Spain,Luisa Blanca,,,79.5484,79.5484
Spain,Macabeo,42901.83,38417,36962.96565,56764
Spain,Malvasia,,,1361.948543,1361.948543
Spain,Malvasia Fina,469.43,478,353.7778151,8
Spain,Malvasia Nera di Brindisi,347.54,33,16.48958,16.48958
Spain,Malvasia de Lanzarote,,,,982
Spain,Malvasia di Candia Aromatica,,,121.2031746,434
Spain,Malvasia di Lipari,21.31,112,,4
Spain,Mandon,260.88,,0.58676017,0.58676017
Spain,Manseng Noir,4.9,6,3.7439,6
Spain,Manteudo,,,,23
Spain,Manto Negro,470.23,273,310.940628,413
Spain,Marfal,34.53,2,1.1364,1.1364
Spain,Marmajuelo,37.23,24,20.001135,23
Spain,Marselan,,,0.58726949,163
Spain,Marufo,2827.27,2571,1316.32826,964
Spain,Maturana Blanca,,8,10.67925014,81
Spain,Mazuelo,8102.96,4749,5461.430132,5776
Spain,Mazuelo (W),58.4,2650,,24
Spain,Mencía,11166.13,8204,8488.944105,8391
Spain,Merlot,1186.11,15540,12851.78709,11745
Spain,Merseguera,7459.98,3946,2372.573275,1871
Spain,Michele Palieri,2.52,1,0.6885,0.6885
Spain,Miguel del Arco,1267.18,468,,
Spain,Molinara,333.67,122,3.837,38
Spain,Monastrell,67159.76,58406,41302.93201,34501
Spain,Moneu,,,,29
Spain,Monstruosa,2.24,1,,
Spain,Montepulciano,,,0.1038,0.1038
Spain,Moravia Agria,1092.2,550,221.6787,125
Spain,Morenillo,38.85,,,13
Spain,Moribel,,,,1
Spain,Morisca,,,,202
Spain,Moristel,,147,247.0797551,186
Spain,Muscat Blanc à Petits Grains,223.06,1291,1349.749858,2944
Spain,Muscat of Alexandria,6144.42,8237,9533.766843,9753
Spain,Muscat of Hamburg,6.45,2,125.094227,125.094227
Spain,Naparo,0.31,1,0.00318,0.00318
Spain,Nebbiolo,,,0.0414,0.0414
Spain,Negramoll,1642.46,1265,1148.714408,331
Spain,Nero d'Avola,,,0.0624,0.0624
Spain,Nigheddu Polchinu,,,,11
Spain,Noah,188.75,492,,
Spain,Ohanes,0.45,1,0.2547,0.2547
Spain,Palomino Fino,27684.8,18836,20110.43126,12598
Spain,Palot,3.63,,,
Spain,Panse Valenciano,648.93,1,,
Spain,Pardillo,7272,4364,3283.163325,1133
Spain,Parellada,11188.17,8847,7137.346638,9351
Spain,Parraleta,15.46,56,,60
Spain,Pedral,121.15,147,75.7189,72
Spain,Pedro Ximénez,14802.92,9036,8527.800729,6887
Spain,Perlette,,,0.968,0.968
Spain,Perlita,1.25,1,,
Spain,Perruno,2831,1509,744.5084,293
Spain,Petit Bouschet,,,106.580835,106.580835
Spain,Petit Courbu,,36,,117
Spain,Petit Manseng,,,3.260492,5
Spain,Petit Verdot,,1661,1804.033088,2165
Spain,Picapoll Blanco,34.17,37,40.04373736,74
Spain,Pinot Meunier,6.99,1,2.3,2.3
Spain,Pinot Noir,416.79,1044,968.6657068,1183
Spain,Piquepoul Noir,9.63,4,5.11032142,16
Spain,Pirene,,,,8
Spain,Planta Fina,,,,134
Spain,Planta Mula,1.18,24,10.69146,10.69146
Spain,Planta Nova,2029.13,1366,864.28618,736
Spain,Prensal,113.64,105,128.949377,263
Spain,Prieto Picudo,3256.1,4587,4293.07674,2825
Spain,Quebranta,,15,,
Spain,Querol,,,,2
Spain,Quiebratinajas Tinto,6.23,5,8.69048,8.69048
Spain,Rabigato Moreno,,,,5
Spain,Red Globe,5.52,,,
Spain,Riesling,97.25,161,184.2891666,314
Spain,Rojal Tinta,2845.37,1801,736.149982,335
Spain,Rome,1.58,297,172.143,119
Spain,Rosaki,,,2.083358,2.083358
Spain,Royal de Alloza,,29,5.57021,13
Spain,Ruby Cabernet,21.91,29,11.760292,46
Spain,Ruby Seedless,0.01,,,
Spain,Rufete,1059.07,650,713.51188,569
Spain,Rufete Serrano Blanco,,,,5
Spain,Sagrantino,,,0.0414,0.0414
Spain,Salvador,7.66,1,0.7289,0.7289
Spain,Sangiovese,,,2.441093,2.441093
Spain,Sauvignon Blanc,466.85,4011,4562.28824,8516
Spain,Selma Blanca,,,,1
Spain,Silvaner,0.22,,,
Spain,Sugrafive,117.86,2,0.0207,0.0207
Spain,Sultaniye,3.82,,,
Spain,Sumoll,1401.05,83,15.75940707,257
Spain,Syrah,86.46,20000,19488.37332,16385
Spain,Sémillon,,,2.002,18
Spain,Síria,1108.81,753,598.75049,3
Spain,Tannat,,,0.1038,0.1038
Spain,Tempranillo,79310.15,207677,193597.2794,199090
Spain,Tempranillo (W),,5,110.1532481,774
Spain,Tinta Castañal,,,3.17003,4
Spain,Tintilia del Molise,,,,8
Spain,Tinto De La Pámpana Blanca,,,,8837
Spain,Tinto Jeroma,1.47,,,4
Spain,Tinto Velasco,7998.48,7829,5369.10625,1122
Spain,Tinto de Zafra,4.08,2,,
Spain,Torrontés,,,,235
Spain,Tortosi,929.63,503,325.046878,193
Spain,Touriga Nacional,,,3.688835,16
Spain,Trajadura,628.03,998,942.3757422,1077
Spain,Trebbiano Toscano,27.9,45,48.7701177,48.7701177
Spain,Trepat,1763.36,1358,1198.76564,1430
Spain,Tribidrag,,,0.76587054,0.76587054
Spain,Trincadeira,,,0.1038,0.1038
Spain,Trobat,82.55,1,3.05555,3.05555
Spain,Trousseau,240.21,75,17.8892,403
Spain,Valenci Tinto,4.81,27,26.3688,26.3688
Spain,Verdejo,4452.5,16578,17922.55287,25309
Spain,Verdello,,,,4
Spain,Verdil,130.83,57,49.8452,63
Spain,Verdoncho,3091.56,2124,,1377
Spain,Vermentino,,,,19
Spain,Vidadillo,,,37.70388,32
Spain,Vijariego,509.54,285,368.67765,223
Spain,Vineti,0.39,,,
Spain,Vinhao,590.33,610,332.748851,368
Spain,Vinyater,,,,7
Spain,Viognier,1.49,78,212.5469949,664
Spain,Xarello,10298.62,8394,8533.995937,11229
Spain,Yaqui,22.36,2,1.017,1.017
Spain,Zalema,5968.53,4097,4014.7604,3329
Spain,other,,,,14947.3176
Spain,other grey,,,1427.54832,
Spain,other red,32215.0403,7199.654106,5991.762542,
Spain,other white,80678.5697,11872.34589,10198.29325,
Sweden,Solaris,,,,136
Sweden,other white,,,,57
Switzerland,Acolon,,,2.761499994,2.761499994
Switzerland,Alicante Henri Bouschet,,,0.1133999974,0.1133999974
Switzerland,Aligoté,20.15,22.85,24.12280077,23.01
Switzerland,Alphonse Lavallée,,,0.001500000013,0.001500000013
Switzerland,Altesse,0.36,,4.841200013,6.1824
Switzerland,Amigne,20.93,43.26,41.54009901,40.1862
Switzerland,Ancellotta,1.79,19.01,28.29229951,25.384
Switzerland,Arinarnoa,,,1.497400045,1.497400045
Switzerland,Arneis,,,0.09279999882,0.09279999882
Switzerland,Arvine,56.61,153.64,177.7343944,253.2837
Switzerland,Aurore,,,0.006000000052,0.006000000052
Switzerland,Auxerrois,0.71,,3.493599966,4.1197
Switzerland,BX 81-83,,,0.57099998,0.57099998
Switzerland,Bacchus,0.43,,1.474499983,1.474499983
Switzerland,Baco Noir,,,1.13990001,1.13990001
Switzerland,Barbera,,,0.4817000122,0.4817000122
Switzerland,Baron,,,0.1000000015,0.1000000015
Switzerland,Bianca,,,2.159399992,2.8635
Switzerland,Birstaler Muskat,,,1.021799996,1.021799996
Switzerland,Blattner Cal 1-15,,,0.08679999784,0.08679999784
Switzerland,Blattner Cal 1-20,,,0.4475000128,0.4475000128
Switzerland,Blattner Cal 1-22,,,0.3467999995,0.3467999995
Switzerland,Blattner Cal 1-28,,,1.687299967,8.5927
Switzerland,Blattner Cal 1-31,,,0.05539999902,0.05539999902
Switzerland,Blattner Cal 1-36,,,1.33130001,3.0489
Switzerland,Blaufränkisch,,3.43,3.666700013,4.3343
Switzerland,Bondola,16.72,12.72,10.88830036,8.6672
Switzerland,Bouvier,,,0.03999999911,0.03999999911
Switzerland,Bronner,,,0.5440999977,0.5440999977
Switzerland,Buffalo,,,0.02099999972,0.02099999972
Switzerland,Cabaret Noir,,,2.576699987,2.576699987
Switzerland,Cabernet Blanc,,,6.21249993,8.9722
Switzerland,Cabernet Cantor,,,1.405800072,1.405800072
Switzerland,Cabernet Carbon,,,0.891499998,0.891499998
Switzerland,Cabernet Carol,,,0.123300001,0.123300001
Switzerland,Cabernet Cortis,,,4.172199916,4.9389
Switzerland,Cabernet Cubin,,,3.42530008,2.991
Switzerland,Cabernet Dorio,,,0.2329999954,0.2329999954
Switzerland,Cabernet Dorsa,,21.76,27.83020025,27.8266
Switzerland,Cabernet Early,,,0.09139999747,0.09139999747
Switzerland,Cabernet Franc,15.59,53.56,63.03849955,89.62
Switzerland,Cabernet Jura,,19.19,27.34760001,39.3151
Switzerland,Cabernet Mitos,,,2.711900003,2.7511
Switzerland,Cabernet Sauvignon,34.48,62.65,66.25810047,69.7311
Switzerland,Cabernet Soyhières,,,0.9175000191,3.4411
Switzerland,Cabernet x Maréchal Foch,,,0.110100003,0.110100003
Switzerland,Cabertin,,,1.593499983,2.7515
Switzerland,Caladoc,,,0.1662999988,0.1662999988
Switzerland,Carbernet Volos,,,0.09189999849,0.09189999849
Switzerland,Carmenère,,,0.06930000335,0.06930000335
Switzerland,Carminoir,,10.16,11.2497001,11.5289
Switzerland,Catawba,,,0.360799998,0.360799998
Switzerland,Chambourcin,,2.66,2.425000094,3.6736
Switzerland,Chancellor,,,0.4912,0.4912
Switzerland,Chardonnay,226.27,321.19,358.7965956,407.62
Switzerland,Chardoris,,,0.1849000007,0.1849000007
Switzerland,Charmont,6.83,9.51,9.886399938,10.4604
Switzerland,Chasselas,5372.92,4013.38,3838.233301,3539.1332
Switzerland,Chasselas (R),,,0.005200000014,0.005200000014
Switzerland,Chenin Blanc,1.01,5.88,7.760599852,10.7922
Switzerland,Clinton,,,0.2585999928,0.2585999928
Switzerland,Completer,2.04,2.98,4.852099953,10.714
Switzerland,Cornalin,91.93,244.49,137.6439956,142.2886
Switzerland,Corvina Veronese,,,0.003199999919,0.003199999919
Switzerland,Côt,0.05,10.25,14.95219996,25.3701
Switzerland,DU 31120,,,0.09189999849,0.09189999849
Switzerland,Dakapo,,12.7,15.24489997,17.4474
Switzerland,De Chaunac,,,0.160500003,0.160500003
Switzerland,Deckrot,,,0.02499999944,0.02499999944
Switzerland,Diolinoir,24.82,111.97,119.8373015,129.5034
Switzerland,Divico,,,9.916500323,84.1675
Switzerland,Divona,,,0.1610000022,10.7326
Switzerland,Dolcetto,,,0.009899999946,0.009899999946
Switzerland,Domina,,,0.07999999821,0.07999999821
Switzerland,Doral,2.76,26.82,35.31970051,37.5421
Switzerland,Dornfelder,,21.21,21.62879975,17.3963
Switzerland,Dunkelfelder,,24.35,23.10079993,19.8699
Switzerland,Dunze,0.65,,,
Switzerland,Ederena,,,0.02019999921,0.02019999921
Switzerland,Egiodola,,,0.08640000224,0.08640000224
Switzerland,Elbling,0.1,,0.7307000011,0.7307000011
Switzerland,Esther,,,0.0008999999845,0.0008999999845
Switzerland,Excelsior,,,0.2787000062,0.2787000062
Switzerland,Eyholzer Rote,,,0.2138999999,0.2138999999
Switzerland,Fleurtai,,,0.07649999857,0.07649999857
Switzerland,Freisa,,,0.1137999967,0.1137999967
Switzerland,Freisamer,0.56,4.41,5.01930001,6.6511
Switzerland,Galotta,,13.16,34.58549941,62.1726
Switzerland,Gamaret,60.15,379.59,425.1920999,431.9057
Switzerland,Gamay Noir,1976.99,1520.64,1349.134985,1086.2185
Switzerland,Garanoir,49.82,202.7,224.7983993,228.2869
Switzerland,Garganega,,,0.01070000045,0.01070000045
Switzerland,Garnacha Tinta,,,1.035000015,1.035000015
Switzerland,Geilweilerhof Ga- 48- 12,,,1.049799979,1.049799979
Switzerland,Gewürztraminer,30.8,49.25,50.89179945,45.2679
Switzerland,Gouais Blanc,1.12,,0.7045999765,0.7045999765
Switzerland,Grüner Veltliner,,,0.9263000041,0.9263000041
Switzerland,Helios,,,0.2339999974,0.2339999974
Switzerland,Himbertscha,0.17,,0.2288999986,0.2288999986
Switzerland,Humagne,8.87,30.23,28.97109985,26.9086
Switzerland,IRAC 1933,,,0.03490000032,0.03490000032
Switzerland,Inzolia,,,0.001900000032,0.001900000032
Switzerland,Irsai Olivér,,4.76,6.895499855,6.5361
Switzerland,Isabella,,,1.39479998,4.9035
Switzerland,Johanniter,,11.01,18.64459995,39.2886
Switzerland,Kalina,,,0.3930000067,0.3930000067
Switzerland,Kerner,8.43,18.73,25.13740001,25.371
Switzerland,Lafnetscha,1.37,,1.543499947,1.543499947
Switzerland,Liliorila,,,0.08320000023,0.08320000023
Switzerland,Lilla,,,0.0003000000142,0.0003000000142
Switzerland,Léon Millot,,9.35,7.761299955,8.6534
Switzerland,MRAC 1087,,,0.1802999964,0.1802999964
Switzerland,MRAC 1099,,,0.2032999983,0.2032999983
Switzerland,MRAC 1626,,,0.01499999966,0.01499999966
Switzerland,MRAC 1817,,,0.1178999981,0.1178999981
Switzerland,MRAC 40,,,0.01499999966,0.01499999966
Switzerland,Magliasina,,,0.02479999978,0.02479999978
Switzerland,Mara,,,9.883199768,17.3697
Switzerland,Marsanne,33.01,47.77,47.61249918,40.2844
Switzerland,Marselan,,,1.684700012,4.1147
Switzerland,Marzemino,,,0.0008999999845,0.0008999999845
Switzerland,Maréchal Foch,,12.72,13.56410001,14.6848
Switzerland,Melon,,,0.0540000014,0.0540000014
Switzerland,Mencía,,,0.03929999843,0.03929999843
Switzerland,Merlot,848.36,1028.17,1124.367591,1235.4378
Switzerland,Merlot Khorus,,,0.1870000064,0.1870000064
Switzerland,Millot-Foch,,,2.490699999,2.490699999
Switzerland,Monarch,,,1.614300013,1.614300013
Switzerland,Monastrell,,,0.07069999725,0.07069999725
Switzerland,Mondeuse Blanche,,,3.183099926,3.2134
Switzerland,Mondeuse Noire,,3.61,1.6171,3.3301
Switzerland,Morio-Muskat,,,0.05999999866,0.05999999866
Switzerland,Moscato Giallo,,,0.0346999988,0.0346999988
Switzerland,Muscaris,,,4.217500091,23.2224
Switzerland,Muscat,,,6.857899759,6.857899759
Switzerland,Muscat Blanc à Petits Grains,43.96,49.19,35.60249956,41.756
Switzerland,Muscat Bleu,,,2.65150005,3.6483
Switzerland,Muscat Ottonel,,,5.318900183,5.8454
Switzerland,Muscat of Hamburg,,,0.07029999845,0.07029999845
Switzerland,Muscatin,,,0.1400000006,0.1400000006
Switzerland,Müller-Thurgau,686.02,492.94,465.1596043,424.0785
Switzerland,Nebbiolo,0.3,,1.700799982,2.795
