country,prime,area_2000_ha,area_2010_ha,area_2016_ha,area_2023_ha
Brazil,Seyval Noir,,,63.16873479,94.75310516
Brazil,Silvaner,,0.08029166667,,
Brazil,Sémillon,384.4517,23.90881,6.374050264,9.561075211
Brazil,Tannat,182.1087,294.9531,108.9573859,163.4360809
Brazil,Tardia de Caxias,,,0.3804412754,0.5706619024
Brazil,Tempranillo,,15.63461,23.2855497,34.92832565
Brazil,Teroldego,,9.807222,3.762276671,5.643414974
Brazil,Tinta Barroca,,0.5591666667,,
Brazil,Touriga Nacional,,11.64972,5.922497436,8.883746147
Brazil,Trebbiano Toscano,687.9662,148.7903,230.7182797,346.0774231
Brazil,Tribidrag,,0.031,,
Brazil,Valdiguié,,4.41875,,
Brazil,Verdelho,,1.035,,
Brazil,Verdicchio Bianco,,3.948806,0.6145674905,0.9218512177
Brazil,Vermentino,,0.2216667,,
Brazil,Viognier,,7.866861111,10.5319195,15.79787922
Brazil,Violeta,,97.68152778,635.8609214,953.7913818
Brazil,Vênus,,1.154166667,0.2552495534,0.3828743398
Brazil,other red,6014.943,537.17275,,
Brazil,other white,4312.6431,1556.148639,,
Bulgaria,Aligoté,1659.213,,285.1774415,502
Bulgaria,Cabernet Franc,,,239.5652926,692
Bulgaria,Cabernet Sauvignon,10440.9,8436,9327.304442,8607
Bulgaria,Cardinal,3035.145,,,
Bulgaria,Chardonnay,1861.556,2457,3087.216811,3525
Bulgaria,Dimyat,7648.565,2386,2997.804089,2865
Bulgaria,Gewürztraminer,971.2464,747,590.5945584,913
Bulgaria,Graševina,3601.705,,,
Bulgaria,Kadarka,1618.744,550,1161.417952,1176
Bulgaria,Königin der Weingärten,566.5604,,,
Bulgaria,Mavrud,647.4976,1296,1193.412048,1266
Bulgaria,Merlot,11169.33,10573,10049.63388,9346
Bulgaria,Misket,3763.58,,,
Bulgaria,Misket Cherven,,4159,4349.354218,4101
Bulgaria,Misket Varnenski,,336,,
Bulgaria,Muscat Ottonel,2913.739,3236,3678.706746,4810
Bulgaria,Muscat of Hamburg,445.1546,,,
Bulgaria,Pamid,22581.48,6792,6873.639442,5886
Bulgaria,Pinot Noir,768.9034,,342.4919542,569
Bulgaria,Ranna Melnishka Loza,,249,,
Bulgaria,Riesling,647.4976,,,
Bulgaria,Rkatsiteli,9429.184,3121,5414.852351,4994
Bulgaria,Sauvignon Blanc,404.686,,636.9250908,1435
Bulgaria,Shiroka Melnishka,3804.048,1580,1204.843717,
Bulgaria,Siroka Melniska,,,,1184
Bulgaria,Storgozia,,295,,
Bulgaria,Syrah,,,803.7566531,1087
Bulgaria,Trebbiano Toscano,1821.087,723,737.6133109,728
Bulgaria,other red,3761.986,5772,,
Bulgaria,other white,2435.376,3425,,
Cambodia,Black Queen,,,3,3
Cambodia,Cabernet Sauvignon,,,2,2
Cambodia,Merlot,,,2,2
Cambodia,Syrah,,,3,3
Canada,Adalmiina,,,4.9,4.900000095
Canada,Alicante Henri Bouschet,,,0.404686,0.380418
Canada,Aligoté,,,30.22675176,30.22675085
Canada,Alvarinho,,,,2.7316305
Canada,Arinarnoa,,,289.0433137,289.0433083
Canada,Arvine,,,,0.23471788
Canada,Auxerrois,,37.51552,37.542213,36.57906073
Canada,Bacchus,,21.04049,20.01981642,21.13270292
Canada,Baco Noir,279.2333,372.604586,704.3053149,704.1193009
Canada,Barbera,,1.267206,1.26666718,1.748304
Canada,Blattner Brickett Red,,,,3.516843
Canada,Blattner Cabernet Foch,,,,5.588907
Canada,Blattner Cabernet Libre,,,,2.950263
Canada,Blattner Reds,,39.38866,8.15037604,
Canada,Blattner Whites,,25.36842,6.94441176,
Canada,Blauburger,,,18.45575708,18.45575714
Canada,Blaufränkisch,,4.089069,4.5931861,3.804166004
Canada,Cabernet Foch,,,1.7806184,1.780618429
Canada,Cabernet Franc,566.5604,664.2375,819.5838285,978.917818
Canada,Cabernet Sauvignon,568.5838,541.8906,659.5808965,747.358775
Canada,Canadice,,,0.1821087,0.1821087003
Canada,Carmenère,,1.793522,2.75995852,6.430683
Canada,Castel,,2.153846,2.94611408,2.683147574
Canada,Cayuga White,,,2.90766814,2.907668114
Canada,Chambourcin,,53.97436,,0.659661
Canada,Chancellor,,2.874494,3.25474016,3.271020024
Canada,Chardonnay,973.2698,1177.7922,1416.679624,1518.332701
Canada,Chasselas,,5.210526,10.5623046,10.56635146
Canada,Chenin Blanc,,7.287449,6.41831996,15.15144384
Canada,Cinsaut,,,,0.16188
Canada,Colmar Precoce Noir,,,0.2428116,0.2428116053
Canada,Concord,977.3167,252.0513,182.5230779,183.7371751
Canada,Corvina Veronese,,,0.5,0.5
Canada,Csaba Gyöngye,,,1.3354638,1.638978262
Canada,Côt,,38.8502,41.24559712,60.526932
Canada,David Macgregor 8521-1,,,1.7,1.700000048
Canada,De Chaunac,119.3824,38.97436,53.13156924,53.13156801
Canada,Delisle,,,0.1,0.1000000015
Canada,Dolcetto,,,,1.719975
Canada,Dornfelder,,1.283401,13.39268742,13.62340008
Canada,Dunkelfelder,,2.493927,2.39978798,2.039688
Canada,Durif,,,,1.242429
Canada,ES 10-18-14,,,0.1,0.1000000015
Canada,Ehrenfelser,,28.55061,32.09969352,26.31268372
Canada,Einset Seedless,,,0.3035145,0.3035145104
Canada,Elmer Swenson 10- 18- 30,,,0.1,0.1000000015
Canada,Elvira,68.79662,7.692307,,
Canada,Eona,,,1.7,1.700000048
Canada,Epicure,,,,0.1618744
Canada,Fredonia,72.84348,,,
Canada,Frontenac,,,63.86063709,67.11849102
Canada,Frontenac (G),,,25.33248166,25.33248204
Canada,Frontenac (W),,,26.2291838,26.93333651
Canada,GM 322,,17.05128,,
Canada,Gamaret,,,0.3,0.3000000119
Canada,Gamay Noir,263.0459,220.18756,272.334741,306.9713781
Canada,Gamay Teinturier de Bouze,,,,0.4047
Canada,Garnacha Tinta,,1.692308,1.04813674,7.430292
Canada,Geisenheim 318-57,,105.5128,13.7883964,13.78839612
Canada,Gewürztraminer,236.7413,403.9096,398.2447796,368.9819317
Canada,Grüner Veltliner,,,2.71948992,6.02172768
Canada,Hasansky Sladky,,,1.2,1.200000048
Canada,Hibernal,,,0.5,0.5
Canada,Italia,,,2.2460073,
Canada,KW 96-2,,,0.202343,0.202343002
Canada,Kat.E.Lin,,,0.202343,0.202343002
Canada,Kay Gray,,,0.5,0.5
Canada,Kentville White 94-1,,,0.2832802,0.2832801938
Canada,Kentville White 94-2,,,0.607029,0.6070290208
Canada,Kerner,,11.38866,11.4526138,12.8487805
Canada,L'Acadie Blanc,,,,1.5378068
Canada,La Crescent,,,4.3612368,5.619810272
Canada,Louise Swenson,,,1.9,1.899999976
Canada,Lucie Kuhlmann,,,21.2763626,21.39777242
Canada,L´Acadie Blanc,,,64.721644,64.72164392
Canada,Léon Millot,,2.91498,19.5809449,19.43134538
Canada,Madeleine Sylvaner,,6.234818,5.5846668,1.821087
Canada,Madeleine × Angevine 7672,,6.619433,9.6719954,6.32119532
Canada,Malvasia,,,,1.214058
Canada,Marquette,,,44.14675938,45.02514371
Canada,Marsanne,,2.623482,3.03109814,3.18892568
Canada,Maréchal Foch,109.2652,158.40754,93.98927374,88.24045507
Canada,Merlot,673.8022,998.5222,633.2115451,753.615499
Canada,Michurinets,,0.4048583,0.404686,
Canada,Millot-Foch,,,123.9587464,123.9587479
Canada,Minnesota Muscat,,,0.3237488,0.3237487972
Canada,Monastrell,,1.546559,1.46496332,2.068017
Canada,Montepulciano,,,,0.4047
Canada,Montreal Blues,,,0.6,0.6000000238
Canada,Muscat,,,11.4930824,56.97978845
Canada,Muscat Fleur d’Oranger,,,,1.28690148
Canada,Muscat Ottonel,,,31.95587953,31.95587981
Canada,Muscat Swenson,,24.07692,36.24367816,
Canada,Müller-Thurgau,,6.716599,5.9893528,4.66602958
Canada,Nebbiolo,,0.2024291,0.202343,0.959139
Canada,New York Muscat,,4.871795,12.2954254,12.29542506
Canada,New York Muscat and VG4111,,,2.034492907,2.03449288
Canada,Niagara,461.342,155,87.48319499,87.48319817
Canada,Okanagan Riesling,,,0.5,0.5
Canada,Optima,,5.672065,5.66965086,3.86879816
Canada,Oraniensteiner,,1.619433,2.1043672,2.00724256
Canada,Ortega,,28.70445,26.1224813,20.98701596
Canada,Osceola Muscat,,,7.049203,7.049203157
Canada,Petit Milo,,,,9.6719954
Canada,Petit Verdot,,26.55061,25.91609144,42.930576
Canada,Petite Milo,,,5.6251354,5.625135422
Canada,Petite Pearl,,,9.325773,9.325773001
Canada,Pinot Blanc,145.687,125.224,108.7310345,98.05137094
Canada,Pinot Gris,210.4367,549.2658,648.8216325,726.5294403
Canada,Pinot Meunier,,4.587045,9.02854466,15.49183103
Canada,Pinot Noir,457.2952,640.2469,638.9884849,874.797914
Canada,Pinotage,,6.032389,6.1309929,7.673112
Canada,Pionnier,,,1.4,1.399999976
Canada,Prairie Star,,,2.8,2.799999952
Canada,Radisson,,,7.7,7.699999809
Canada,Refosco,,,,0.157833
Canada,Regent,,,,0.16188
Canada,Reichensteiner,,4.65587,4.7550605,2.02343
Canada,Reliance,,,0.5260918,0.526091814
Canada,Riesling,481.5764,871.0472,1187.810858,1250.334861
Canada,Rkatsiteli,,,,0.01618744
Canada,Rosette,,,,0.8094
Canada,Rotberger,,1.194332,1.1938237,1.13316
Canada,Roussanne,,5.206478,8.08967314,11.11672442
Canada,Sabrevois,,,12.6,12.60000038
Canada,Saint-Cliche,,,0.1,0.1000000015
Canada,Sangiovese,,3.307692,3.52481506,5.78721
Canada,Sankt Laurent,,0.3643725,0.1618744,0.24282
Canada,Sauvignon Blanc,147.7104,320.1417,284.8632174,303.4504414
Canada,Savagnin Blanc,,0.7044535,0.9510121,0.23876474
Canada,Scheurebe,,,1.1331208,1.133120775
Canada,Schönburger,,10.75708,13.94547956,12.70309354
Canada,Seyval Blanc,131.5229,112.0513,2259.303647,2259.344132
Canada,Seyval Noir,,,12.4,12.39999962
Canada,Seyve Villard 23-512,,28.58974,,
Canada,Siegerrebe,,17.53036,21.70331018,22.88904017
Canada,Siegfriedrebe,,,1.7401498,1.744196716
Canada,Silvaner,,0.2024291,0.202343,4.0063914
Canada,Somerset Seedless,,,1.4,1.399999976
Canada,Sovereign Coronation,,,0.8847981877,0.8847981915
Canada,Sovereign Opal,,2.834008,3.035145,5.02215326
Canada,St Croix,,,17.4237488,17.10000038
Canada,St Pepin,,,13,13
Canada,Summerland,,,0.1011715,0.101171501
Canada,Swenson White,,,2.4,2.400000095
Canada,Syrah,,273.56279,259.985216,310.4223038
Canada,Sémillon,,19.1417,18.99596084,24.98531364
Canada,Tannat,,,0.202343,2.278461
Canada,Tempranillo,,5.631579,6.45069484,8.62011
Canada,Teroldego,,,1.53375994,1.056267
Canada,Touriga Nacional,,,,1.01175
Canada,Traminette,,,0.607029,0.6070290208
Canada,Trebbiano Toscano,,2.024292,2.225773,1.22619858
Canada,Tribidrag,,7.627531,8.47412484,9.332382
Canada,Triomphe,,,2.630459,2.63045907
Canada,Turán,,2.311741,2.45239716,0.339948
Canada,Vandal-Cliche,,,14.3,14.30000019
Canada,Verdejo,,,,0.9307778
Canada,Verdelet,,0.6072875,0.58274784,0.7284348
Canada,Vidal,513.9512,1284.29959,59.44463148,60.96220545
Canada,Villard Noir,,8.205129,,
Canada,Vineland 53035,,,4.04686,4.046860218
Canada,Viognier,,82.59514,100.7404593,105.8273623
Canada,Zengő,,,,2.832802
Canada,Zweigelt,,47.78813,18.53057194,17.721813
Canada,other red,653.0823,65.61050767,68.83772998,53.98575354
Canada,other white,386.9548,74.30178233,250.5370481,235.6850748
Chile,Aglianico,,,,2.2
Chile,Ahmeur Bou Ahmeur,,,0.3,0.3
Chile,Albillo Mayor,,0.25,0.25,0.75
Chile,Albillo Real,2,,,
Chile,Alicante Henri Bouschet,2882,4227.65,6908.05,7749.72
Chile,Alvarinho,,0.47,0.64,9.98
Chile,Aramon Noir,,,,0.68
Chile,Arinarnoa,,,2.47,2.57
Chile,Barbera,,3.5,4.57,5.98
Chile,Baroque,,,,1.88
Chile,Black Prince,,,0.6,1.79
Chile,Blanca Ovoide,107,40.03,43.54,44.39
Chile,Blauer Portugieser,,1.57,3.48,3.86
Chile,Cabernet Franc,689,1320.77,1578.39,1701.76
Chile,Cabernet Sauvignon,35967,40727.95,42408.65,37207.05
Chile,Carmenère,4719,8826.7,10503.29,10219.62
Chile,Cesanese,,,,0.1
Chile,Cesar,,,4,10.61
Chile,Chardonnay,7672,13082.29,11434.73,10205.51
Chile,Chasselas,404,88.17,196.72,262.91
Chile,Chenin Blanc,76,56.58,39.04,40.09
Chile,Ciliegiolo,,,,0.59
Chile,Cinsaut,195,197.78,847.77,1033.34
Chile,Corvina Veronese,,,0.9,1.62
Chile,Crystal,,1.5,1.5,3.3
Chile,Côt,929,1263.78,2292.82,2507.54
Chile,Dodrelyabi,,,0.35,0.35
Chile,Dolcetto,,,0.8,0.9
Chile,Durif,,103.75,207.67,215.32
Chile,Falanghina,,,,0.1
Chile,Fiano,,,,0.25
Chile,Flora,,,,0.64
Chile,Gamay Noir,,0.44,0.44,0.44
Chile,Garganega,,,1,1.11
Chile,Garnacha Tinta,,37.04,186.96,235.4
Chile,Gewürztraminer,121,315.86,371.47,290.56
Chile,Graciano,,0.46,0.6,0.6
Chile,Greco,,,,0.16
Chile,Gros Manseng,,,,0.08
Chile,Grüner Veltliner,,,,0.15
Chile,Hondarribi Beltza,,0.49,0.49,0.49
Chile,Huasquina Pisquera,,,,0.6
Chile,Incrocio Manzoni 2.15,,,,6.82
Chile,Korinthiaki,,4.11,89.31,43.55
Chile,Lacrima Christi,,85.45,226.39,261.97
Chile,Lagrein,,,,0.1
Chile,Listán Prieto,15181,3868.79,9693.48,10389.68
Chile,Malvasia Fina,4305,,,
Chile,Marsanne,1,17.34,17.91,20.42
Chile,Marselan,,,24.09,56.73
Chile,Mazuelo,641,477.13,811.08,938.52
Chile,Mencía,,0.49,0.57,1.3
Chile,Merlot,12825,10040.5,12056.67,10651.51
Chile,Monastrell,22,59.16,102.21,119.13
Chile,Montepulciano,,,1.63,6.28
Chile,Moscato Giallo,,,161.7,48.61
Chile,Muscat,,,0.92,0.29
Chile,Muscat Blanc à Petits Grains,,,1.35,1.08
Chile,Muscat Blanc à Petits Grains (G),,75.76,1731.67,165.5
Chile,Muscat of Alexandria,,1090.33,5423.7,4216.71
Chile,Nebbiolo,9.5,11.1,10.66,8.41
Chile,Pedro Giménez,,117.63,4379.09,528.68
Chile,Pedro Ximénez,2379,,,
Chile,Petit Manseng,,,0.36,0.38
Chile,Petit Verdot,84,576.25,862.57,799.35
Chile,Pignoletto,,,,0.1
Chile,Pinot Blanc,14,10.21,18.39,7.38
Chile,Pinot Gris,2,177.99,437.34,777.51
Chile,Pinot Meunier,,,1.9,2.95
Chile,Pinot Noir,1614,2884.04,4090.53,3869.91
Chile,Refosco,,,,0.41
Chile,Riesling,286,367.17,412.81,342.33
Chile,Roussanne,,6.06,25.29,29.91
Chile,Sagrantino,,,0.81,1.17
Chile,Sangiovese,123,100.29,152.1,118.49
Chile,Sauvignon Blanc,6662,12159.06,14999.23,14456.9
Chile,Sauvignon Blanc (G),7,125.32,133.91,110.66
Chile,Sauvignonasse,132,785.17,658.18,425.7
Chile,Silvaner,,,,0.01
Chile,Syrah,2040,6027.01,7994.35,6608.21
Chile,Sémillon,1893,846.31,849.37,620.45
Chile,Tamarugal,,,0.7,1.3
Chile,Tannat,,2.34,7.17,5.83
Chile,Tempranillo,1,47.91,127.39,132.5
Chile,Teroldego,,,,0.71
Chile,Terrano,,,,0.1
Chile,Tinta Barroca,,0.84,1.88,
Chile,Torrontés Riojano,65,449.26,643.37,618.34
Chile,Torrontés Sanjuanino,,3.9,1771.49,46.87
Chile,Touriga Nacional,,0.4,1.69,11.47
Chile,Tribidrag,91,57.58,66.15,67.38
Chile,Trousseau,,,,0.52
Chile,Verdejo,,,2.15,5.08
Chile,Verduzzo Friulano,,,,0.09
Chile,Vermentino,,,0.07,3.07
Chile,Viognier,128,753.03,839.46,720.88
Chile,other red,7034.974736,,,
Chile,other white,4662.025264,,,
China,Beibinghong,,,1600,640
China,Cabernet Franc,,506.6666,600,240
China,Cabernet Sauvignon,,22612.39996,40300,16120
China,Carmenère,,1352.86666,11200,4480
China,Chardonnay,,737.5334,6100,2440
China,Chenin Blanc,,10,,
China,Cinsaut,,3.133333,,
China,Garnacha Tinta,,11.33333,4000,1600
China,Gewürztraminer,,5.266667,,
China,Graševina,,,3000,1200
China,Longyan,,,1000,400
China,Marselan,,,,3500
China,Mazuelo,,,100,40
China,Merlot,,3560.46706,16700,6680
China,Muscat of Alexandria,,,3000,1200
China,Pinot Blanc,,2,,
China,Pinot Gris,,2,,
China,Pinot Noir,,40,400,160
China,Riesling,,436.66667,1600,640
China,Ruby Cabernet,,40,,
China,Sauvignon Blanc,,1.133333,2000,800
China,Syrah,,222.79997,1000,400
China,Sémillon,,0.6666667,,
China,Trebbiano Toscano,,,1500,600
China,Vidal,,,1500,600
China,Yan 73,,,4800,1920
China,other red,,,70652.68924,24761.08008
China,other white,,,6947.310757,2778.924316
Croatia,Afus Ali,,,,3.8
Croatia,Agadaj,,,,0.25
Croatia,Albana,,,,3.3
Croatia,Alicante Henri Bouschet,,,,13.86
Croatia,Alphonse Lavallée,,,,3.56
Croatia,Ancellotta,,11.44,,9.57
Croatia,Aurore,,,,0.17
Croatia,Babica,,17.96,,10.05
Croatia,Babić,1188.967,358.63,,274.56
Croatia,Barbera,,,,0.62
Croatia,Bianca,,,,0.29
Croatia,Bilina Privlačka,,,,0.53
Croatia,Blauburger,,,,2.24
Croatia,Blauer Portugieser,,41.75,,32.51
Croatia,Blaufränkisch,1188.967,558.34,521,423.03
Croatia,Bogdanuša,,48.3,,42.54
Croatia,Bombino Bianco,,,,0.08
Croatia,Bouvier,,,,0.63
Croatia,Bratkovina Bijela,,,,1.07
Croatia,Bratkovina Crna,,,,0.06
Croatia,Cabernet Cortis,,,,1.28
Croatia,Cabernet Franc,,95.11,,100.05
Croatia,Cabernet Sauvignon,,646.44,709,656.9
Croatia,Calmeria,,,,0.28
Croatia,Cardinal,,90.94,,79.64
Croatia,Carmenère,,18.59,,19.11
Croatia,Cetinka,,34.62,,31.32
Croatia,Chardonnay,,668.24,657,562.96
Croatia,Chasselas,,21.29,,19.93
Croatia,Chasselas (R),,,,2.74
Croatia,Chenin Blanc,,,,0.02
Croatia,Cinsaut,,,,2.31
Croatia,Clairette,,,,0.37
Croatia,Crnka Crna,,,,0.1
Croatia,Croatina,,,,4.2
Croatia,Crveni Drenak,,,,0.26
Croatia,Csaba Gyöngye,,,,1
Croatia,Côt,,,,0.55
Croatia,Debit,,402.62,,312.02
Croatia,Demir Kapija,,,,2.51
Croatia,Dimyat,,5.78,,15.66
Croatia,Divljaka,,,,0.14
Croatia,Dišeća Ranina,,1.82,,1.57
Croatia,Dobričić,,,,9.58
Croatia,Dolcetto,,,,0.11
Croatia,Dornfelder,,,,2.66
Croatia,Drnekuša,,,,3.27
Croatia,Dugovrst,,,,0.9
Croatia,Duranija Bijela,,,,0.04
Croatia,Early Muscat,,,,0.5
Croatia,Emerald Riesling,,,,0.23
Croatia,Ezerjó,,,,0.01
Croatia,Folle Blanche,,,,0.01
Croatia,Furmint,,172.11,,123.26
Croatia,Galac,,,,0.02
Croatia,Gamay Noir,,,,2.22
Croatia,Gamay Teinturier de Bouze,,,,5.43
Croatia,Garganega,,,,0.11
Croatia,Garnacha Blanca,,23.85,,7.27
Croatia,Garnacha Tinta,,102.79,,78.64
Croatia,Gegić,,11.13,,11.57
Croatia,Gewürztraminer,,234.05,,231.38
Croatia,Glavinuša,,,,5.33
Croatia,Gouais Blanc,,,,0.31
Croatia,Graševina,16051.06,4700.73,4459,4313.23
Croatia,Grk Bijeli,,,,25.82
Croatia,Grüner Veltliner,,,,2.33
Croatia,Gustopupica,,,,4.36
Croatia,Heunisch Weiss,,,,5.15
Croatia,Hrvatica,,,,0.63
Croatia,Hárslevelű,,,,1.38
Croatia,Irsai Oliver,,,,0.03
Croatia,Johanniter,,,,2.53
Croatia,Kadarka,,5.13,,3.46
Croatia,Kadarun,,,,3.11
Croatia,Kerner,,4.37,,8.83
Croatia,Knipperle,,,,1.25
Croatia,Kodryanka,,,,5.55
Croatia,Koenigin Der Weingaerten,,,,3.03
Croatia,Kraljevina,,267.75,,
Croatia,Krivalja Bijela,,,,0.14
Croatia,Krkošija,,,,0.09
Croatia,Krstač,,,,0.34
Croatia,Krstičevica,,,,0.01
Croatia,Kujundžuša,,206.06,,169.09
Croatia,Kurtelaška,,,,2.07
Croatia,Kövidinka,,55.82,,16.35
Croatia,Lasina,,14.45,,17.85
Croatia,Lipolist,,,,0.11
Croatia,Lival,,,,0.15
Croatia,Ljutun,,,,0.27
Croatia,Luglienga Bianca,,,,0.17
Croatia,Malvasia Bianca Lunga,,284.97,,303.59
Croatia,Malvasia Bianca di Candia,,,,0.81
Croatia,Malvasia Nera di Brindisi,,,,2.79
Croatia,Malvasia di Lipari,,24.28,,41.95
Croatia,Malvazija Istarska,7133.805,1704.53,1600,1551.06
Croatia,Manzoni Bianco,,,,11.76
Croatia,Marselan,,,,2.42
Croatia,Mazuelo,,34.31,,23.06
Croatia,Medina,,8.42,,
Croatia,Medna,,,,9.42
Croatia,Mejsko Belo,,,,0.19
Croatia,Mekuja Bijela,,,,0.28
Croatia,Merlot,,779.59,828,804.72
Croatia,Merzling,,,,0.07
Croatia,Michele Palieri,,,,2.77
Croatia,Mladinka,,,,5.77
Croatia,Monastrell,,,,5.52
Croatia,Mondeuse Noire,1188.967,,,
Croatia,Montepulciano,,,,1.62
Croatia,Morio-Muskat,,,,0.09
Croatia,Moscato Giallo,,58.53,,115.44
Croatia,Moscato Rosa del Trentino,,14.37,,
Croatia,Muscat Blanc à Petits Grains,,56.05,,55.52
Croatia,Muscat Blanc à Petits Grains Noir,,,,1.05
Croatia,Muscat Madam Mathiasz,,,,0.09
Croatia,Muscat Ottonel,,23.33,,58.98
Croatia,Muscat of Alexandria,,,,0.35
Croatia,Muscat of Hamburg,,14.04,,19.06
Croatia,Muškat D’Adda,,,,0.03
Croatia,Müller-Thurgau,,59.86,,4.51
Croatia,Nebbiolo,,,,0.56
Croatia,Neuburger,,,,0.88
Croatia,Nincusa,,16.55,,13.64
Croatia,Olivette Noire,,,,0.06
Croatia,Opsimos Edessis,,,,0.4
Croatia,Ora,,,,0.7
Croatia,Palarusa,,,,2.5
Croatia,Perlon,,,,0.19
Croatia,Petit Verdot,,,,2.64
Croatia,Phoenix,,,,0.22
Croatia,Pinot Blanc,,187.58,,132.3
Croatia,Pinot Gris,,219.42,,168.77
Croatia,Pinot Meunier,,,,0.22
Croatia,Pinot Noir,,179.65,,181.6
Croatia,Plavac Mali,6539.321,1569.1,1664,
Croatia,Plavac Mali Crni,,,,1274.64
Croatia,Plavec Žuti,,12.99,,10.67
Croatia,Plavina,,643.39,683,508.82
Croatia,Pleskunaca,,,,0.17
Croatia,Portugieser Rot,,,,167.67
Croatia,Pošip Bijeli,6539.321,252.53,,337.42
Croatia,Prima,,,,5.36
Croatia,Prokupac,,,,1.44
Croatia,Prosecco,,,,3.83
Croatia,Prč Bijeli,,,,6.16
Croatia,Ranfol,,133.55,,115.81
Croatia,Refosco,,,,80.97
Croatia,Regent,,,,1
Croatia,Ribol,,,,0.71
Croatia,Ribolla Gialla,,,,0.06
Croatia,Riesling,,676.45,625,489.7
Croatia,Rkatsiteli,,56.5,,56.26
Croatia,Roter Veltliner,,,,1.69
Croatia,Ruby Cabernet,,,,0.3
Croatia,Ruzevina,,,,0.29
Croatia,Sangiovese,,,,0.66
Croatia,Sankt Laurent,,,,1
Croatia,Sauvignon Blanc,,249.33,,
Croatia,Sauvignonasse,,,,0.22
Croatia,Savagnin Blanc,,18.24,,311.04
Croatia,Scheurebe,,,,1.42
Croatia,Schiava Grossa,,,,0.34
Croatia,Silvana Rot,,,,0.3
Croatia,Silvaner,,139.38,,136.73
Croatia,Sirmium,,,,0.04
Croatia,Slankamenka,,30.59,,18.69
Croatia,Smudna Belina,,,,0.01
Croatia,Soić Crni,,,,5.35
Croatia,Solaris,,,,4.82
Croatia,Sublima Seedless,,,,1.22
Croatia,Sultaniye,,,,0.13
Croatia,Suscan,,5.28,,4.61
Croatia,Sušćan,,,,5.96
Croatia,Syrah,,187.19,,219.98
Croatia,Sémillon,,,,1
Croatia,Tannat,,,,0.84
Croatia,Tempranillo,,,,3.07
Croatia,Terrano,,350.1,,227.57
Croatia,Touriga Franca,,,,0.06
Croatia,Touriga Nacional,,,,0.2
Croatia,Trbljan,,230.81,,167.93
Croatia,Trebbiano Romagnolo,,,,0.45
Croatia,Trebbiano Toscano,,210.38,,153.92
Croatia,Tribidrag,,64.67,,72.66
Croatia,Trnjak,,15.32,,24.31
Croatia,Verduzzo Friulano,,,,1.02
Croatia,Vermentino,,,,0.49
Croatia,Victoria,,52.39,,55.84
Croatia,Viognier,,,,10.95
Croatia,Vitovska Grganja,,,,0.05
Croatia,Vlaška,,,,7.06
Croatia,Vranac,,148.56,,141.08
Croatia,Vugava,,35.76,,0.07
Croatia,Vugava Crvena Omiška,,,,0.02
Croatia,Zacretska Belina,,,,0.26
Croatia,Zadarka Crna,,,,0.36
Croatia,Zelen,,,,3.34
Croatia,Zlatarica Blatska,,,,0.54
Croatia,Zlatarica Vrgorska,,19,,
Croatia,Zweigelt,,123.15,,69.08
Croatia,other,,,,51.97
Croatia,other red,4977.692,1013.853063,,
Croatia,other white,14640.27,1829.886937,,
Croatia,Škrlet,,61.21,,70.31
Croatia,Žametovka,,0.13,,2.68
Croatia,Žilavka,,,,6.36
Croatia,Žlahtina,,134.55,,150.1
Croatia,Župljanka,,4.12,,4.5
Cyprus,Agiorgitiko,,,,6.74
Cyprus,Alicante Henri Bouschet,,,,23.51
Cyprus,Altesse,,,,1.49
Cyprus,Assyrtiko,,,,11.53
Cyprus,Cabernet Franc,,203,146,89.25
