prime,area_2000_ha,area_2010_ha,area_2016_ha,area_2023_ha
St Pepin,,19.471949,37.14859703,24.37283999
St Vincent,,22.945697,20.26498837,
Stanušina Crna,,,400,423
Staufer,4,,,
Stavroto,104.16,11,0.2224890968,
Stepnyak,,144,144,153.7916068
Steuben,,38.809385,34.66169437,15.8611
Storgozia,,295,,
Strashenskii,,,,16.98
Sublima Seedless,,,,1.64
Sugrafive,117.86,2,0.0207,0.0207
Sukholimansky Bely,1630.790464,2156.4,405.2609465,325.2609558
Sulima,,0.054,0.02945579326,0.02945579326
Sultaniye,12121.70508,3412.8606,5855.949176,9927.367482
Summerland,,,0.1011715,0.101171501
Sumoll,1401.05,83,15.75940707,257
Superior Seedless,6.285443468,9,9,1698.9556
Suscan,,5.28,,4.61
Susumaniello,61.85,49.64,8.029546685,
Sušćan,,,,5.96
Sweet Jubilee,,,,0.09
Swenson Red,,11.269488,9.571209579,4.899999974
Swenson White,,,2.4,2.400000095
Syllogi,,,,13.05
Sylver,,,,0.4493
Symphony,184.132172,324.15349,646.708228,562.5135283
Syrah,102437.1856,184358.8129,183811.1647,189409.0246
Sárfehér,,,1.8704,2.1026
Sémillon,26201.67431,21929.10255,18734.74479,16986.07744
Síria,2790.87,7897.7,7036.75049,5217.714
Tamarez,585.49,342.56,298.0109787,298.0109787
Tamarugal,,,0.7,1.3
Taminga,45.6,,,
Tannat,5593.9655,5698.094155,5581.381521,4862.014157
Tardia de Caxias,,,0.3804412754,0.5706619024
Tarrango,120.1,72.3,4,29.20815372
Tauberschwarz,7,11,16,18.214
Taurus,,,0.3,0.03
Tavkveri,29,37.2012,37.2012,48
Taylor,0.15,,,
Tazzelenghe,67.66,54.91,45.4074414,
Tedi's Best,,,0.07699999958,0.07699999958
Teinturier,1.49,7.47,8.9920175,8.3420175
Tempranillo,93356.14145,232874.0884,219412.824,226804.8993
Tempranillo (W),,5,110.1532481,774
Teoulier Noir,0.63,0.05,0.04876125734,0.04876125734
Terbash,,,,9875
Termarina Rossa,,20.14,2.376779692,
Teroldego,681.6,838.522102,771.2182817,1222.966682
Terrano,1461.027,1862.02,209.2675974,1047.67
Terrantez,26.75,12.16,11.02620297,11.02620297
Terrantez do Pico,,0.34,0.2971762076,0.2971762076
Terras 20,13.21,0.15,0.1458395829,0.1458395829
Terret,2703.23,1390.1386,872.0039009,867.3791
Terret Gris,261.83,78.2091,75.67727756,75.67727756
Terret Noir,369.73,143.3018,138.7648676,138.7648676
Therona,,,67.19,
Thomcord,,,,1.2141
Thrapsathiri,,31.2,26.85078404,
Tibouren,457.04,443.064,432.0871544,465.4637
Tigrani,,,,34.9
Tihanyi Kék,,,0.048,0.1352
Tilki Kuyrugu,171.5926067,245.7,,
Timorasso,18.54,129.3,122.5724688,
Timpuriu de Cluj,,,1.051226006,
Tinta Aguiar,,75.26,76.71982577,76.71982577
Tinta Aurelio,,0.01,0.009794667379,0.009794667379
Tinta Barroca,5656.68,5940.729167,4925.2693,3235.4723
Tinta Bragao,,62.59,63.7936416,63.7936416
Tinta Carvalha,1920.03,1311.21,1113,266.329
Tinta Castañal,,,3.17003,4
Tinta Engomada,,3.79,3.861848757,3.861848757
Tinta Francisca,,52.9,55.33283349,53.94283349
Tinta Malandra,,0.01,0.01020027665,0.01020027665
Tinta Martins,,10.68,10.44043081,10.44043081
Tinta Mesquita,,1.19,1.213832921,1.213832921
Tinta Penajoia,,52.84,53.31783495,53.31783495
Tinta Pereira,,1.05,1.032901777,1.032901777
Tinta Pomar,,29.68,29.97143097,29.97143097
Tinta Roseira,,3.65,3.719450493,3.719450493
Tinta Valdosa,,0.54,0.5337793497,0.5337793497
Tinta Varejoa,,1.04,1.060828771,1.060828771
Tinta da Barca,,344.72,351.6052786,351.6052786
Tinta da Melra,,0.58,0.5867487344,0.5867487344
Tinta de Alcoa,,23.93,24.07503998,24.07503998
Tinta de Cidadelhe,,0.68,0.6936188121,0.6936188121
Tinta de Pegoes,,194.86,190.8588886,190.8588886
Tinta do Rodo,,3.41,3.339981576,3.339981576
Tintem,,9.06,8.873968646,8.873968646
Tintilia del Molise,,111.11,65.97933804,8
Tinto Cão,556.47,368.62,366.9622685,366.9622685
Tinto De La Pámpana Blanca,,,,8837
Tinto Jeroma,1.47,,,4
Tinto Velasco,7998.48,7829,5369.10625,1122
Tinto de Zafra,4.08,2,,
Torbato,168.14,51.9684,46.22352693,31.45571164
Torrontes Mendocino,779.9365,660.9956,652.5,520.0642
Torrontés,,,,235
Torrontés Riojano,8197.243761,8937.3835,8859.47,7913.9999
Torrontés Sanjuanino,3169.5538,2530.9226,3656.29,1452.4905
Tortosi,929.63,503,325.046878,193
Torysa,,,,0.0007999999798
Touriga Femea,,14.77,14.785127,14.785127
Touriga Franca,6671.31,11582.82,14223.82754,15145.871
Touriga Nacional,4221.4,10333.68653,11683.28328,13591.32795
Trajadura,2415.54,2169.07,2492.375742,2539.26
Traminette,4.856232,239.8493,239.4895063,61.10732902
Trbljan,,230.81,,167.93
Trebbianina,,128.18,29.77078762,
Trebbiano Giallo,3983.9,10663.62,2274.777083,733
Trebbiano Modenese,583.49,362.52,287.3447424,
Trebbiano Romagnolo,19491.75,15893.47,19059.45242,15330.05
Trebbiano Spoletino,241.63,200,121.1525282,
Trebbiano Toscano,137053.8381,111205.1044,120344.4319,148576.3072
Trebbiano d'Abruzzo,8435.13,5090.58,2629.999769,2560
Trepat,1763.36,1358,1198.76564,1430
Tressot,0.21,0.3393,0.3449847089,0.3449847089
Trevisana Nera,33.3,15.44,11.40971248,
Tribidrag,26893.81842,32708.50483,33628.90132,30675.09277
Trilla,,1.1,1.1,1.1
Trincadeira,7263.98,9245.87,10508.7238,6897.4868
Trincadeira das Pratas,215.76,238.69,123.8321353,123.8321353
Trincadeiro Branco,,59.44,48.52984214,48.52984214
Triomphe,,15,2.771458997,2.986959069
Triplett Blanc,,244.02562,411.565662,
Triunfo,,1.94,1.94559371,1.94559371
Trnjak,,15.32,,24.31
Trobat,82.55,1,3.05555,3.05555
Tronto,,1.62,1.038144644,
Trousseau,2222.928948,3449.9171,1262.403211,1485.509061
Tsimlyansky Cherny,,451,451,181.5595358
Tsitska,2839,3641.869,3641.869,253
Tskhvedianis Tetra,,,,2
Tsolikouri,6161,7903.331,7903.331,768
Tsulukidzis Tetra,152,194.9856,194.9856,36
Tsvetochny,,169,169,95.05175698
Tsvetochnyi,,,,6.175480036
Turchetta,,3.01,2.450622827,
Turán,,177.447841,183.4280972,156.264348
Táltos,,1.0356,0.5404,0.2
UD 31103,,,0.09189999849,0.2018992192
Ucelut,10.43,9.67,9.556988489,
Unirea,,,0.5902749395,
Usakhelouri,8,10.2624,10.2624,43
Uva Cao,33.31,0.81,0.3850384225,0.3850384225
Uva Longanesi,,512.47,538.6310704,
Uva Rara,570.3,459.69,196.5351406,0.0003000000142
Uva Tosca,83.54,70.65,29.06471271,
Uva del Fantini,,0.15,0.01036653254,
Uva del Tunde,,1.56,1.552057513,
Uvalino,,1.35,1.350290012,
VB 32-7,,,3.237500045,5.8075
